SN,position
4250447375,2643557
4320587773,5040912
4280808276,1285541
4277624072,630261
4300131894,1213998
4322061520,5187968
4286322331,2366043
4312040596,3516858
4328298170,6480762
4265089345,5389533
4287026236,2386945
4275356713,136181
4249859633,2532073
4270979930,6441351
4319863531,5222514
4258823586,4156301
4264689273,5508105
4333530950,7369902
4325376311,5989758
4324238122,5732770
4267996681,6004173
4313365022,4192780
4343272356,83482
4262702975,4767579
4254837974,3460759
4345930153,472926
4249113805,2526967
4318301621,4676206
4331676974,7006762
4257137312,4111173
4332979814,7634558
4329581826,6749698
4345155312,328230
4298587532,877942
4269532315,5999961
4250732032,2613749
4258318746,4100457
4256733751,3971177
4282161074,1512629
4253313190,3320749
4316299956,8063987
4330802803,6935992
4306598225,2434520
4303866195,1804496
4285224580,2083261
4306046975,2349488
4295298825,7861615
4269242806,6265521
4340117891,8658789
4285800470,2187159
4309909402,3114284
4290955524,7114747
4270563953,6421971
4259293964,4426033
4334591693,7547364
4330845702,7344602
4262343256,4927801
4275353493,732613
4315579026,4119660
4255557762,3865877
4312838121,3635178
4328998236,6575234
4319442304,4828158
4307683214,2580898
4299118331,955464
4284619220,2046545
4279996943,1081105
4277906640,723229
4329318766,6605200
4256183201,3785709
4290499371,7332811
4330215654,6847024
4341630005,8629575
4315256621,4079424
4320583982,5040308
4268289605,5935853
4278167633,895641
4329949875,6803532
4324902024,5835492
4342267193,8624901
4337912541,8170960
4318374443,4687162
4275609866,303863
4310354204,3174128
4288171510,7180807
4325751496,6029964
4296900016,8357913
4286429980,2288597
4306918394,2484908
4319965602,4862396
4311622232,3350972
4270760395,6328593
4318932166,4769606
4303547813,1779528
4339327683,8421460
4309061293,3057104
4325983550,6061086
4338541885,8419486
4264068642,5045077
4256242196,3572379
4307570945,2569106
4325919975,8099879
4340148831,8555385
4280490826,1333355
4259265231,4267415
4267590795,5818103
4326214686,6094864
4252164420,2910927
4309692483,3091078
4276771380,623075
4250209423,2608351
4277945055,964565
4344742006,421590
4320745774,5939040
4307985651,2728264
4345688126,572212
4290644584,7087227
4304487773,2023522
4297791956,802818
4285678541,2104029
4319424885,4919402
4299445426,1006790
4345346003,564078
4326627115,6284312
4281228173,1275099
4332019635,8559640
4253176513,3103977
4332999311,7441992
4316288045,4163434
4321047286,5237974
4341208793,8539895
4283171712,1870363
4306251316,2377898
4274821456,656071
4267651791,6054577
4255458771,3661589
4265473450,5359307
4273734242,6753079
4335622045,7824842
4298556662,873314
4260793924,6435811
4251353864,2762387
4305477820,2298482
4283963401,1942257
4313755084,3745542
4330152492,6836300
4333812092,7357574
4276583360,733581
4341865242,8623003
4266783710,6054065
4286239031,2224261
4268973892,6076613
4279735703,1186033
4324376081,5557428
4303620790,1785924
4333894843,7728774
4311582203,3469932
4306776073,2462956
4298004001,706120
4343292612,57332
4314127613,3909306
4324750286,5812846
4336376704,7987520
4340653855,8472148
4320136586,4980918
4311125604,3289206
4256625870,3903469
4268256915,5855007
4280932751,1303245
4299655765,1037558
4297259982,785540
4300817732,1302866
4250632875,2699793
4301719052,1437236
4291866585,7295863
4299383465,997724
4312045651,3517710
4274611762,387247
4270406674,6173335
4338140004,8397156
4307734266,2585036
4279163825,1230583
4312145493,3530776
4315172142,4068320
4336473455,8134788
4289332423,6966217
4252767304,3045627
4319961671,4963418
4270833195,6277747
4285915023,2173779
4315806563,4246034
4305493430,2175190
4268459311,5857025
4318598104,4509388
4279444422,890257
4288135176,6987743
4334759682,7623148
4343549921,224556
4307682400,2580738
4281288454,1355943
4279665504,1103241
4297459515,638732
4274520596,222477
4317877211,4620888
4311358575,3320320
4277602066,650883
4263226671,4969661
4317888201,4495034
4267786342,5800569
4304634364,2048318
4301961915,1572122
4306953825,2490744
4321200645,5244056
4326343895,6275092
4321862296,5175316
4315690934,4236998
4285416962,2069613
4330306901,6862682
4296539542,8312643
4257694394,4060037
4275411825,632509
4306861296,2475480
4300213094,1221852
4314805003,4200880
4336313273,8038794
4303008916,1716040
4269701321,6067083
4335701311,7940304
4292367855,7421493
4309635035,2971258
4310099113,3137306
4306363342,2396004
4325249876,5879650
4271177993,6365379
4319648782,4845624
4345695546,517264
4341979331,8630783
4314859404,4202628
4299667116,1184738
4263105324,4968323
4329216474,6597824
4299372232,995988
4279649942,1046097
4256154593,3619419
4259698693,4303937
4318212124,4664324
4298397073,850738
4251419012,2906467
4338661865,8316344
4318488812,4704736
4337164042,7964260
4270327191,6189937
4326058111,6071900
4266282145,5603169
4345646034,399146
4259849436,4498813
4335316436,7677144
4262774095,4838973
4252912672,3029501
4334706924,7640286
4309896566,2991390
4307491790,2559556
4253571980,3234183
4317654666,4478446
4269166145,5974937
4332691020,7362712
4294438363,7664981
4340836485,8488130
4262666354,5034853
4277086376,566139
4283238886,1765673
4280932504,1287333
4284474666,1830413
4334739080,7925516
4298373564,847110
4281463513,1649059
4306903134,2482616
4319731323,4852330
4338815994,8380024
4306851986,2474074
4251262186,2617787
4262427971,4981239
4276420422,399079
4268471480,5922125
4298995820,935802
4310889262,3253072
4298440532,856776
4257412552,3943421
4293886704,7718855
4295308312,7986331
4326838880,6181912
4337821084,8207150
4276889923,1113725
4252873402,3145679
4293690240,7545661
4257015394,3871869
4263004712,4844543
4318381911,4688148
4271584796,6551319
4330931076,6951834
4344112426,255196
4274449966,29123
4278733045,1054287
4313953696,3887708
4318123051,4652956
4345697134,501242
4329047660,6696550
4266911880,5731549
4301754645,1554186
4263543690,5119797
4266390446,5745463
4270986020,6310957
4281561933,1903155
4329412360,6611066
4339284316,8245140
4299856492,1193774
4301357233,1390730
4261948143,5136473
4307868014,2595908
4302751493,1677720
4251372230,2793675
4300082905,1209622
4332247334,7408986
4309380843,3070066
4298797790,1162944
4253616953,3272335
4259282425,4336045
4279548431,1215579
4314909233,4030336
4251000235,3054827
4274547034,15763
4318508025,4707322
4283046585,1643479
4271647461,6551763
4268257980,5919923
4300186796,1096786
4303470942,1773198
4278103421,877383
4310580282,3207396
4301622850,1424396
4300624016,1119172
4295105625,8128905
4265340041,5222675
4274020645,178601
4268058760,5903153
4273504900,6831529
4259781013,4445109
4317995076,4499156
4335035331,7853284
4307825152,2710874
4300069561,1208878
4303503702,1895324
4301645375,1549328
4298392991,849942
4279636244,977909
4343001854,183704
4267328236,5654537
4276194451,362073
4325549675,6007208
4315217060,4073584
4245907831,2475719
4297970692,701192
4309194912,2915362
4316787005,4378734
4339244195,8308138
4308339755,3044942
4259792294,4250201
4338224881,8268562
4309968935,3121154
4263314075,4869613
4298829850,910300
4297226253,603018
4281871495,1475979
4323727516,5665516
4259394436,4196675
4254354860,3297387
4264870153,5219821
4312523950,3808160
4278732566,1005601
4284002796,1908131
4309053836,2892634
4311720232,3359138
4253750340,3095609
4338359454,8240962
4293001484,7920103
4259946762,4341287
4312667343,3609808
4317550370,4468138
4264720073,5166403
4260613604,4679449
4268686516,5875699
4302787661,1683704
4331177270,6975332
4330377833,6874448
4302158114,1593404
4322752593,5420436
4267664822,6246493
4301260574,1375374
4284477551,1995973
4270375524,6373023
4278108111,690017
4335432592,7997422
4333578406,7432224
4257365803,4074967
4343309854,373580
4314310976,3935316
4273079764,6780769
4263672700,5041187
4325452961,8097743
4338392063,8094132
4301844691,1451228
4318836336,8073917
4250079610,2985867
4298665884,887928
4302320735,1613858
4283197726,1802087
4340416813,8513337
4263737704,5210253
4306917252,2484706
4331024972,7177056
4334366562,7545116
4334888401,7835782
4334152266,7529182
4298097661,714652
4296662926,8327459
4261836364,4686723
4334272235,7530218
4324321610,5746524
4296650256,8188295
4310425630,3184152
4321017956,5237226
4282045600,1527535
4259392233,4285243
4285237972,2099881
4331206132,6978000
4309259614,3063766
4284791991,2063487
4262236005,5136603
4332722343,7250900
4280758915,1112197
4332771096,7363402
4327128444,6317224
4342477322,8676187
4306929410,2487046
4319717883,4936268
4284215224,1993951
4330986903,6958160
4330982865,6957438
4337468251,8033584
4333988934,7498732
4250061384,2713195
4332053261,7305950
4335053704,7779152
4254655241,3331561
4296014925,8259621
4260153214,4392245
4288250396,2471483
4272795623,6862931
4281149821,1401651
4290057096,7355109
4326370510,6116860
4282694651,1584939
4295573085,8237887
4344234672,90898
4319055053,4787416
4331862883,7071270
4336581270,7890880
4291629716,7866673
4284123620,2059859
4325700094,5913750
4251518950,2971057
4293259412,7456187
4274661425,149647
4302382011,1485128
4293831220,7590143
4266241836,5792363
4294348866,7748193
4342959040,8664457
4304863183,2087698
4307940803,2600436
4270953293,6310749
4307426281,2551646
4281463303,1614009
4280562296,1315765
4314773562,4012160
4330416274,6880342
4270679044,6438777
4295347932,8134117
4292342935,7373019
4307540296,2565220
4290902755,7304699
4309959533,3120252
4332556185,7126562
4300202653,1098736
4254158311,3325923
4271567963,6551141
4266999866,5845417
4298461075,859640
4300615815,1274374
4336981961,8073356
4338023723,8192154
4274142014,126049
4255114533,3447665
4332298891,7078198
4275566363,303315
4344319641,285244
4260393362,4512931
4313077613,3671434
4250383841,2843645
4334225136,7618858
4310812903,3241448
4290047215,7154899
4310547161,3202072
4258890720,4090995
4281290241,1144955
4263581442,5071717
4324798505,5820550
4244315036,2489931
4266616130,5487871
4336384430,7861876
4304941034,2101048
4328231515,6470564
4255231525,3513131
4301874323,1564034
4345871364,555488
4282427483,1601943
4329077126,6583512
4279516544,943845
4324778076,5817678
4284905505,2049087
4304787594,2075004
4251027060,2703895
4305808463,2322980
4294963411,7782447
4342275733,8617771
4338944002,235456
4331325526,6988384
4322342150,5355072
4322001272,5310554
4280199545,1363411
4251369441,2738751
4255669843,3728041
4274923365,296571
4258551592,4205315
4299558955,1180128
4288055391,6957883
4282554426,1517051
4329710464,8374886
4290801395,7265003
4344392312,403112
4296520620,8310347
4331399435,7036712
4305794360,2207440
4327398806,6347954
4254594061,3246895
4309309130,2931318
4277650613,703483
4319802373,4856136
4301079635,1345856
4315577066,4229040
4318417434,4693812
4316031694,4270654
4299480802,1177636
4305338903,2289986
4255894576,3752691
4323696296,8091211
4308240274,2763634
4338736463,8213190
4293269492,7908721
4324668401,5800918
4259687025,4589325
4281471434,1506787
4339756444,8423612
4341343215,8643531
4285921636,2323459
4285418163,2101483
4257784731,3993995
4291637125,7474177
4274334385,63259
4319534236,4926132
4284560350,1862989
4308560911,2815884
4288520633,7006979
4343423254,157324
4331494683,6997780
4324144705,5719316
4307760984,2703538
4328872564,6560218
4309943525,3118250
4293497983,7554117
4288200291,6931419
4307890646,2717092
4335141392,7676264
4309237262,2921750
4333490755,7316526
4314941304,8058831
4291250051,7220005
4317527524,4591346
4274723471,330799
4275327965,495217
4306953280,2490640
4282109893,1726093
4295841270,7977039
4317643945,4598820
4258262654,3999193
4278204615,814267
4294851805,7954199
4313676964,3858846
4270459060,6291287
4293779744,7555633
4320333382,5005314
4270345015,6240267
4342857503,125542
4327976144,6658184
4342523426,182648
4325124005,5973820
4313010225,3660416
4310660266,3220502
4327805031,6404672
4297356545,621894
4251979303,3155473
4331082560,7049248
4284019880,1908315
4320583234,5040158
4277046550,727639
4257061351,3840379
4331454304,7037276
4289996421,7314211
4307433900,2680138
4296812590,8345415
4271883431,6706803
4329383516,7112350
4263593515,5102871
4286936323,2355001
4304266035,1987996
4279032310,869285
4331331233,7020956
4308821613,2858040
4306047605,2349610
4283295026,2213395
4266948685,5696135
4271429853,6430863
4284265252,1910497
4261773865,4738467
4256506730,3718563
4343244990,83140
4296463953,8303295
4334697673,7672238
4338359060,8226322
4300810183,1301378
4310452996,3187112
4322950030,5611614
4274706295,95299
4327162103,6320824
4296881621,8354871
4266166870,5618379
4250495955,2950639
4264388542,5163297
4285015593,2117207
4286730884,2301727
4292311041,7520963
4322000222,5183696
4252376354,2904081
4317356632,4447932
4272553456,6710627
4313885774,3880316
4262597441,4929189
4264385123,5283143
4266221960,5602623
4305969264,2340630
4342883521,139318
4285220682,2052271
4325333353,6262166
4282611292,1638191
4281713085,1780791
4312389292,3564834
4258449635,4313281
4299084171,949336
4271610125,6536729
4317969456,4633172
4320001453,4967312
4333232610,7269248
4326702402,6653342
4291317133,7336725
4344842526,366066
4259756701,4249737
4278150601,797011
4321591912,5160074
4309812080,3102576
4284184306,1877577
4275652242,232867
4315927210,4881020
4294757810,7885863
4319853425,4950750
4279788892,1047191
4272236231,6466565
4260004840,4341775
4329602664,6753368
4254849421,3510117
4311610892,3349808
4332110285,7150810
4282634414,1534381
4267442771,5656353
4278433600,907749
4331549515,7226492
4322120972,5324450
4262449203,4928269
4299361441,994148
4295108786,8129023
4250629224,2908369
4322766921,5422690
4284530386,2061449
4260554631,4397325
4286841672,2344601
4305528194,2179732
4275585016,513109
4333270686,7522258
4345384061,513712
4323103256,5471024
4284737376,2078641
4311909173,3501170
4252413826,3040035
4318912964,4767536
4268087272,5869907
4342457523,123698
4296195691,8275905
4278530550,1053441
4251951830,3142143
4254106684,3365485
4306844905,2473256
4338925846,8367302
4280936682,1180385
4335223546,7721192
4260812883,4592645
4328427235,6500678
4299182786,8007635
4288358056,6946877
4345200020,354672
4339367491,8414075
4272758302,6697257
4337335343,8102588
4321443825,5257598
4307219044,2525288
4340739060,8495443
4288257875,7005073
4313709116,3742160
4255775532,3985995
4318303360,4676534
4338935252,8434399
4272159640,6648017
4339041092,8420629
4328968744,6571944
4304439856,2265688
4262137180,4805193
4323636170,5527040
4254025786,3207263
4319650134,4845728
4343886971,161612
4335929216,7979760
4268118400,5788861
4311337682,3454588
4256327596,3867189
4327392602,6223730
4282465224,1815447
4310911673,3257440
4316743395,4371004
4313896624,3881350
4256270653,3589265
4324846982,5828200
4301560034,1416822
4290323494,7140999
4344628444,207562
4341701840,8576739
4280582806,1178629
4253989176,3383063
4335974926,7813804
4304782145,2074182
4308615625,2825526
4298695100,891012
4304605141,2043500
4328528665,6515558
4296356562,8291657
4296198620,8276103
4323779655,5671424
4308683805,3049406
4253267502,3168753
4315305514,4216296
4295974270,7947973
4320404384,8079699
4255218623,3532035
4314768592,4011550
4269047510,6026191
4309537746,2959998
4315504082,4110162
4308264030,2767124
4294871685,8223377
4309770113,2982976
4316237903,4545674
4295427625,7943231
4279722462,978215
4282404464,1548743
4271686753,1243
4331646572,7024034
4291540702,7322439
4303607081,1905572
4314334441,8056521
4342256693,8595364
4251058346,2863303
4341983881,8645048
4340082994,8484574
4265442812,5343541
4253297926,3335557
4295817783,8247445
4286628765,2342483
4343525023,186354
4316389313,4317398
4268282340,5855413
4343704853,74612
4301522573,1412888
4328073816,6445478
4283189890,1939939
4260666432,4398399
4334085560,7467066
4319850942,4950360
4284621180,1929091
4322127106,5325428
4275449614,265365
4269362856,6029441
4319953046,4962100
4335661433,7774874
4297270762,609688
4273052836,6848747
4298453235,858496
4338586081,8195534
4340580996,8479273
4286942413,2415651
4308033343,2734442
4335455821,7736938
4303993245,1948562
4312041952,3517126
4338724390,8243606
4272812331,68595
4342018284,8638289
4281898250,1414423
4322602491,5396410
4342730512,236392
4271315683,6521139
4263523294,4937621
4252475231,2927593
4308992111,3055292
4280974025,1211145
4334320771,7453780
4275672354,530485
4332254205,7092968
4330719503,6925418
4284537622,1812821
4283468243,1701035
4261794176,4568703
4273201170,157919
4326060756,6072362
4343147664,184112
4306298776,2385644
4331289351,7100156
4310940944,3262358
4298202882,723058
4306101461,2356728
4267919924,5917119
4312488143,3580326
4289011823,7594557
4269670635,6250839
4252244124,2873223
4279225145,1041835
4323858280,5681112
4307503465,2561280
4273964516,11125
4263979646,5105931
4338795742,8365660
4294021384,7774619
4288244925,6959609
4261261944,4492847
4311115292,3446482
4284688472,1998057
4250599592,2699591
4327971524,6429422
4259861653,4519733
4254921860,3461839
4251836422,2869069
4292674212,7463359
4276434864,326769
4325137832,5865900
4267184025,6209975
4272931493,6730439
4269655832,6389219
4311206056,3299042
4268878283,5993943
4274068315,6872563
4327738380,6395058
4302363181,1620486
4329310462,6603618
4329973944,6808074
4306296061,2232996
4278459861,1070433
4309813760,3102910
4277781351,721727
4303189763,1877680
4256412860,3816791
4303727035,1795110
4282765896,1745697
4258345906,4221833
4304616676,2045366
4254269482,3312109
4281197373,1689227
4317504365,4589212
4271124001,6507173
4250267943,2731017
4269307921,6112329
4282033921,1725845
4320738483,5062172
4266104231,5483155
4256898100,3740311
4298329184,842464
4257472693,3959695
4253957492,3109319
4278817686,1115433
4307625884,2693006
4271709610,6537403
4305206802,2139976
4315715740,4239060
4322532082,5385660
4345315800,453928
4287971391,6971655
4256819512,3869681
4263879804,5281113
4275160190,262213
4262888125,4882455
4319282726,4812762
4331089195,7018410
4256519481,3922935
4296852604,8193203
4291554201,7133417
4276313462,619741
4270947645,6491741
4265656765,5410615
4327877282,6415138
4270184295,6119889
4303032101,1718846
4332907784,7476428
4280715891,1316795
4251405804,2970359
4251730744,2868061
4291084862,7203907
4284819232,2079375
4314918580,4031552
4337322824,8019588
4298171522,721806
4344339182,268444
4312093660,3523778
4295420441,7713811
4257477383,3894059
4284997205,2182273
4327569993,6371884
4286768356,2273011
4321206153,5119538
4337167704,8177774
4303210273,1741966
4299776526,1056092
4323339322,5498884
4333661264,7447282
4284502025,1796361
4341669964,8643996
4305215014,2283742
4322535674,5386274
4341652280,8553834
4343316401,8658186
4258654094,3953065
4263185205,5037121
4306089546,2355182
4266463692,5676623
4335205383,7822128
4268613915,6108175
4318591745,4719222
4274499880,256591
4277282892,634977
4310339025,3171736
4272520755,6664187
4274301975,49591
4276047904,463915
4345014855,549394
4320294635,5000326
4306083460,2225770
4252968252,3089417
4258220352,3982879
4336232681,7913358
4284415693,1995475
4264429783,5129091
4253401095,3398149
4269612701,6115157
4285748191,2088755
4266198274,5364695
4312260676,3546998
4251129481,2951241
4308415171,2790384
4282676436,1684367
4306691292,2449054
4319671812,4932670
4308501956,2805550
4309743454,2980886
4341840215,8607832
4327576514,6372950
4273203572,6781903
4334503692,7638684
4324184141,5724830
4297963191,813342
4311162531,3292928
4256309245,3733263
4340594145,8456069
4287770410,2376943
4255710745,3728377
4321592380,5267342
4283249364,1749425
4302920145,1703226
4271844651,6401279
4255126046,3480895
4333785551,7572526
4338055595,8324306
4339289242,8421331
4293535573,7657627
4312734565,3620442
4309778104,2983558
4293775883,7773407
4274026923,73989
4324437946,5951784
4275679424,283959
4263620196,4990491
4288292794,6974361
4306999852,2658886
4300921800,1320080
4315690271,4130542
4296323916,8175261
4304652435,2051740
4267615284,5964165
4322450156,5371852
4321979266,5307774
4323764303,5536274
4306540346,2425436
4282075313,1598789
4316244450,4162514
4308359963,2781780
4259017545,4298209
4306879625,2478354
4312555192,3591460
4294621295,7647979
4256137443,3633103
4344549226,325598
4255220163,3357509
4287090275,2355847
4252643135,2980759
4261467674,4702747
4286752234,2315865
4274669276,36775
4253401003,3398131
4333564863,7602648
4275108014,404813
4321990256,5183280
4315174216,4068714
4310162275,3147066
4311125490,3289186
4290065533,7197761
4285226201,2099669
4325516834,5901928
4257782465,4060615
4311532573,3342394
4329071235,6582570
4253116626,3082879
4303129003,1731534
4304430196,2014054
4271233875,6565037
4297374701,625198
4306613426,2437010
4346082473,558072
4254635910,3459207
4255276594,3513623
4314043252,3898658
4320998021,5094614
4261588321,4567507
4270564922,6258869
4316314973,4307874
4312321506,3556270
4251657675,2971537
4277133921,735909
4250519836,3010715
4338615525,8258206
4265804642,5427931
4283985300,1826103
4321585520,5266768
4251700121,2691973
4262354401,4777537
4342058361,8638434
4264758676,5150803
4326865981,6185214
4268418803,5856625
4289090326,6917151
4298917626,923928
4264441392,5204631
4300363060,1237672
4290486012,7126549
4276327506,603675
4338350192,8194130
4249167414,2527391
4283976432,6875645
4297731325,674360
4321021331,5237316
4285060360,2016985
4301946633,8014191
4330348945,6869276
4328941035,6568460
4296073364,8163387
4336915030,7975506
4319782073,4855512
4322565936,5599612
4335697730,7856090
4297754753,677104
4282038504,1669361
4293590770,7701695
4299581720,1027690
4334861996,7748316
4294369575,7868605
4274999945,244219
4278392506,833033
4326407956,6276212
4333079936,7615074
4306206752,2370580
4253241580,3068053
4253237063,3148193
4261814605,4705511
4326979683,6303364
4270844222,6376569
4274240795,90673
4331516501,6998908
4258716416,5241993
4278837651,908787
4278732695,1021695
4329884882,6794064
4323428782,5508286
4317982163,4634378
4260581651,4784353
4270354266,6628305
4305583564,2186472
4277818904,687907
4342156873,8631806
4328528411,6515508
4308722283,2842128
4323038996,5614962
4252317646,3058639
4272666683,6825709
4268235764,5904555
4259078154,4242705
4275956053,307019
4309673745,3088190
4344522722,334476
4273973970,25527
4304987923,2107180
4338762315,8344448
4329319621,6605370
4271288965,6493469
4318257016,4889800
4323823151,5677494
4287757751,6885329
4295234834,7826981
4324648075,5798622
4342951826,126198
4258967521,4264827
4296878073,8354203
4309148270,2908016
4272177431,6708069
4331484356,7037780
4298979366,1164324
4267828585,5931887
4290147234,7269313
4324451703,5766148
4298133335,824908
4341086702,8571378
4263894843,5074335
4279774214,1087183
4313978421,3890088
4312528651,3586796
4294541716,7937799
4287692916,2454597
4345086093,338252
4252216441,2942529
4275170745,262383
4307885035,2596726
4333111366,7283292
4306870470,2476616
4261530394,4599699
4259703066,4272413
4296196844,8168317
4282181466,1500551
4319947100,4961074
4302165696,1594396
4284972742,1952669
4345096571,291220
4300271802,1228174
4280913792,1484525
4284561444,1913587
4246543103,2500255
4308219230,2760046
4276030673,342659
4321572043,5266326
4335598912,7679268
4301482463,1410164
4319326233,4816794
4316549392,4341066
4318448794,4698512
4296629260,8187827
4301594522,1421530
4341189510,8545617
4330001631,6812540
4285172883,2098799
4267784404,5720737
4279760564,1078911
4308197106,2757040
4300327102,1233296
4295925815,8253969
4289396241,7047239
4299786400,1057350
4266679071,5665093
4337059101,8186970
4339970051,8460535
4338400205,8498040
4314970726,4039742
4271040126,6629077
4336599632,8217014
4281623205,1524379
4306859351,2654712
4275967721,750345
4276802036,507021
4282739064,1745521
4331031552,7098498
4272400403,6573875
4303565302,1901576
4291762904,7309231
4283013044,1730477
4269550983,6250175
4332213804,7184500
4272631705,216481
4308894004,2868494
4262923324,4998671
4274026444,11707
4326788642,6174702
4340130970,8492257
4254368650,3160527
4267158895,5779095
4267490286,5718115
4255937324,3682691
4296913692,1846906
4253361210,3084453
4290628613,7080481
4290637584,7185025
4332784061,7155588
4307315924,2674202
4264108343,5061067
4261229442,5048455
4274067280,26313
4300738525,1290810
4322177403,5331716
4303529661,1898126
4323079865,5467636
4335559572,7939902
4319917523,4958418
4252571245,2980093
4338728376,8196296
4322125043,5325022
4270697336,6343253
4265380906,5407449
4315134972,4063158
4327630790,6379970
4333239234,7284398
4261890150,4755529
4257641474,3976525
4280643975,1301011
4290457544,7286805
4251250732,2750089
4328723350,6542220
4330063570,7112642
4315588690,4230120
4279291903,1169099
4340097440,8417072
4253734575,3124029
4273134541,208489
4269243543,6354615
4273257645,271479
4254416902,3263445
4314574121,3978128
4273633770,193777
4291229261,7161893
4263670320,4958833
4309558245,2962658
4245725326,2492629
4294724932,7798393
4276736004,751839
4321085370,5103624
4261487366,4753223
4341688433,2642
4274809722,168179
4312616560,3602068
4322384441,5362084
4345899401,520086
4252784071,3019871
4324324476,5747044
4258063246,3950315
4315306892,4216522
4254711484,3459807
4312390401,3565054
4339930674,8453132
4321503023,5261110
4324485745,5771884
4253569961,3234149
4284655480,2147333
4344880035,272046
4292959893,7598409
4336422462,7876484
4345189693,549996
4260587310,4435983
4317609111,4474184
4271704861,6463467
4260368626,4394897
4298530961,869382
4308701040,2838428
4292138782,7262805
4309648700,3086242
4270726143,6228627
4344320212,268252
4297168374,593218
4302465123,1636938
4287096192,2402661
4334854565,7566178
4316381090,4547368
4335215894,8036986
4276307346,415769
4318185340,4660906
4270222880,6238833
4343181146,89426
4322023893,5313470
4265702836,5443175
4283161470,1644377
4261668670,4618185
4275932850,359847
4328668772,6673072
4327544325,6367954
4257263662,3858041
4261191653,4717123
4315207411,4072282
4340809476,8456790
4293122934,7540941
4300570573,1267152
4250936745,2805963
4283557025,1838549
4287721502,6897843
4311228316,3301830
4341747852,8673967
4331732860,7256538
4335811406,7998082
4301052685,1340744
4269956725,6202021
4282804746,1816695
4298453935,858636
4342138894,8674984
4311678582,3478288
4248779360,3359561
4304864093,2087874
4338307120,8325858
4306233923,2374732
4256276124,3634659
4323856666,5541022
4343208214,170354
4276031012,377703
4319996041,4865072
4334727445,7820326
4296795915,780840
4326259081,6101308
4325420536,5894970
4302534460,1646952
4282107410,1617045
4264178656,5202343
4263073485,5100255
4330123486,7060648
4310305786,3166666
4277481843,728563
4310254185,3007046
4334569061,7762022
4324757415,5814122
4285664316,2103995
4306832714,2471684
4324259973,5735948
4300029366,1205988
4296101666,8266619
4274821235,478387
4281806266,1489871
4270073275,137989
4301019472,1335252
4285914813,2173737
4256898461,3760895
4253546964,3151461
4294769710,7911219
4306052273,2224246
4265548302,5373965
4335192374,7821996
4260706881,1849445
4290021293,7354851
4298997183,936070
4266232504,5448997
4314916104,4031138
4335701963,7967522
4298203895,830544
4312362902,3394256
4316122064,4156962
4329955206,6804576
4317714332,4483362
4317300120,4444040
4257961153,3949447
4325734652,5915372
4297515143,645270
4254238903,3296133
4294471160,7952671
4338567520,8457697
4296214226,8169333
4310617220,3213626
4335020841,7625312
4253895225,3275097
4326056674,6071614
4278510740,801031
4252659320,3129731
4308506156,2806364
4275102182,112647
4305661323,2643592
4326915445,6299104
4325501390,6002626
4290977025,7232485
4323090435,5469306
4311327355,3316474
4250184772,2517589
4294351810,8121357
4278271056,1003331
4252471506,3156071
4340874775,8530345
4259617412,4354581
4316224614,4545036
4263605393,5261807
4304783206,2074388
4292039544,7280799
4305834945,2327022
4269668023,6066835
4290220970,7140373
4260181505,4430879
4311537344,3343140
4299763764,1188414
4313251725,3827046
4317685245,4481306
4278428593,897293
4322246655,5340206
4305077453,2277404
4261429060,4634399
4302310751,1612246
4278384692,848449
4252472534,2945251
4278731516,1147227
4327885951,6416802
4271544535,6446687
4342083045,18494
4323819776,5538670
4252705800,3228981
4259099600,4571625
4302549204,1490212
4263937731,5142109
4281192860,1521741
4287391415,2451869
4313439524,3839402
4286668831,2301101
4265255890,5390577
4262605395,4981867
4313185656,3824726
4301565785,1545470
4265224832,5370631
4334123345,7484940
4277902296,706055
4320677104,5053646
4293565861,7758051
4254907882,3529597
4306033701,8028547
4290460090,7056487
4270033622,6383101
4337908444,8266650
4338028041,8107786
4254200915,3223827
4253829263,3236847
4332922856,7281378
4314521260,3968704
4261192095,4492309
4259416910,4353145
4254587665,3476201
4262324474,4745181
4270437706,6358371
4296333871,8288733
4342613354,51378
4280877646,1484435
4260727166,4540139
4258184276,4132185
4285329086,2119541
4342942015,139604
4288644161,6997923
4258713152,4240301
4292002654,7209269
4331219454,7145020
4304344376,1822294
4336225283,8216672
4308127073,2747842
4282599705,1654865
4271618363,6630463
4274554303,94225
4271208045,6365569
4278622224,865607
4336678964,7960710
4338123543,8299754
4282748514,1606175
4280819616,1285637
4303181341,1737852
4277238324,681431
4257505335,3974981
4302620206,1658324
4337994426,8047620
4325532584,6004940
4331978291,7137048
4334212945,7453080
4327493122,6360302
4262711644,5099387
4340867554,8582205
4320140742,4981348
4324936232,5963872
4252386401,2893251
4302349343,1484312
4344834686,366018
4278938005,1006833
4277760675,652485
4281805220,1509211
4303571473,1902176
4273815254,32279
4322542722,5387544
4315693675,4237346
4263447930,5139117
4282357903,1761409
4266068240,5294093
4267588032,5686907
4337670492,8105220
4330567500,6903128
4274486506,51413
4298336980,843198
4281567861,1557687
4281751025,1407143
4303395036,1766360
4245801770,2493059
4301989263,1461308
4315763653,4242708
4259854981,4535897
4309039976,8041561
4270626430,6259791
4325573070,5905534
4341427134,8605935
4263464225,4903861
4334798296,7672960
4326703706,7326134
4314456856,3958006
4261888492,4694475
4262674415,4796757
4286682525,2301255
4279667044,1119395
